12	0	NA	NA
1336	10255	Variola virus	no rank
443	10298	Human alphaherpesvirus 1	no rank
17	10407	Hepatitis B virus	no rank
39	10632	JC polyomavirus	no rank
31	10798	Human parvovirus B19	no rank
1	1588764	Gemycircularvirus SL1	no rank
3	1634488	Mongoose feces-associated gemycircularvirus c	no rank
3	1673681	Gemycircularvirus C1c	no rank
1	1912759	Equus caballus papillomavirus 8	serotype
24984	1958907	Staphylococcus phage Andhra	no rank
4	2004486	Bovine associated gemykibivirus 1	no rank
1	2004966	Rhinolophus associated gemykibivirus 2	no rank
3	2057942	Pleurochrysis carterae circular virus	species
503	2108359	Staphylococcus phage CSA13	no rank
3	2576222	Bat gemycircularvirus	no rank
14	2607629	Physalis rugose mosaic virus	no rank
2	2681594	Escherichia phage P2	no rank
285	2695847	Escherichia phage ESSI2_ev239	no rank
1	2785995	ssRNA phage ESE005	no rank
1	2786389	ssRNA phage SRR5466337_3	no rank
6	2786405	ssRNA phage SRR5466369_2	no rank
838	32604	Human betaherpesvirus 6B	no rank
19048	511145	Escherichia coli str. K-12 substr. MG1655	no rank
2	72197	Human erythrovirus V9	species
638	9606	Homo sapiens	species
