25681	1	root	no rank
271	9606	Homo sapiens	species
75738	10239	Viruses	acellular root
23309	10255	Variola virus	no rank
16975	10298	Human alphaherpesvirus 1	no rank
2	10404	Hepadnaviridae	family
29	10405	Orthohepadnavirus	genus
1	10406	Ground squirrel hepatitis virus	no rank
369	10407	Hepatitis B virus	no rank
575	10632	JC polyomavirus	no rank
704	10798	Human parvovirus B19	no rank
1	10814	Begomovirus	genus
1	10838	Bean dwarf mosaic virus	no rank
1	11036	Venezuelan equine encephalitis virus	no rank
1	11591	Uukuniemi virus	no rank
19683	32604	Human betaherpesvirus 6B	no rank
52	40121	Erythroparvovirus	genus
1	92444	Acute bee paralysis virus	no rank
14	151341	Polyomaviridae	family
1	335187	Streptocarpus flower break virus	no rank
1	488317	Eggplant mottled dwarf virus	no rank
8032	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	556524	Armigeres subalbatus virus SaX06-AK20	species
1	688699	sandfly fever Turkey virus	no rank
1	743558	uncultured phage MedDCM-OCT-S05-C243	no rank
1	743578	uncultured phage MedDCM-OCT-S08-C41	no rank
1	977801	Enterococcus phage EF62phi	species
1	1235650	Propionibacterium phage PHL071N05	no rank
1	1568973	Botrytis cinerea RNA virus 1	no rank
1	1568974	Chickpea yellow dwarf virus	no rank
1	1619899	Dioscorea bacilliform AL virus	no rank
1	1728964	Alternaria arborescens victorivirus 1	species
1	1758883	Imjin River virus 1	no rank
14	1891714	Betapolyomavirus	genus
1	1937817	Spinach cryptic virus 1	species
5100	1958907	Staphylococcus phage Andhra	no rank
1	2099852	Pseudoalteromonas phage Cr39582	no rank
150	2108359	Staphylococcus phage CSA13	no rank
6	2116197	fipivirus F1	no rank
2	2163996	Capuchin monkey hepatitis B virus	no rank
1	2600345	Culverton virus	no rank
29	2607629	Physalis rugose mosaic virus	no rank
1	2730618	Metallosphaera rod-shaped virus 1	no rank
239	2731360	Heunggongvirae	kingdom
4	2732588	Rakietenvirinae	subfamily
1	2736661	Hippeastrum chlorotic spot virus	no rank
1	2786051	ssRNA phage Esthiorhiza.2_33	no rank
1	2786320	ssRNA phage Gerhypos.4_2	no rank
1	2786621	ssRNA phage SRR6960803_5	no rank
1	2786715	ssRNA phage SRR7976325_27	no rank
1	2809160	Arlivirus sp. virus	no rank
1	2912606	Artemisia capillaris nucleorhabdovirus 1	no rank
1	3052496	Orthohantavirus sangassouense	species
1	3070833	Dhati Welel virus	no rank
