22	0	NA	NA
2727	10255	Variola virus	no rank
800	10298	Human alphaherpesvirus 1	no rank
35	10407	Hepatitis B virus	no rank
66	10632	JC polyomavirus	no rank
66	10798	Human parvovirus B19	no rank
3	10868	Escherichia phage If1	no rank
1	1236400	Pan troglodytes troglodytes polyomavirus 1	species
7	1634488	Mongoose feces-associated gemycircularvirus c	no rank
2	1649240	Escherichia phage pro483	no rank
7	1673681	Gemycircularvirus C1c	no rank
1	1891714	Betapolyomavirus	genus
1	1923702	Wuhan heteroptera virus 2	species
50028	1958907	Staphylococcus phage Andhra	no rank
8	2004486	Bovine associated gemykibivirus 1	no rank
7	2057942	Pleurochrysis carterae circular virus	species
1010	2108359	Staphylococcus phage CSA13	no rank
3	2576222	Bat gemycircularvirus	no rank
22	2607629	Physalis rugose mosaic virus	no rank
511	2695847	Escherichia phage ESSI2_ev239	no rank
2	2785995	ssRNA phage ESE005	no rank
3	2786389	ssRNA phage SRR5466337_3	no rank
6	2786405	ssRNA phage SRR5466369_2	no rank
1	2844583	Gemykibivirus humas3	species
1819	32604	Human betaherpesvirus 6B	no rank
1	46771	Simian virus 12	species
37999	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1285	9606	Homo sapiens	species
