12	0	NA	NA
4844	10255	Variola virus	no rank
2386	10298	Human alphaherpesvirus 1	no rank
62	10407	Hepatitis B virus	no rank
120	10632	JC polyomavirus	no rank
1	10679	Peduovirus P2	species
110	10798	Human parvovirus B19	no rank
2	10868	Escherichia phage If1	no rank
1	1588764	Gemycircularvirus SL1	no rank
9	1634488	Mongoose feces-associated gemycircularvirus c	no rank
1	1649240	Escherichia phage pro483	no rank
9	1673681	Gemycircularvirus C1c	no rank
1	1762023	Pan troglodytes verus polyomavirus 8	no rank
46798	1958907	Staphylococcus phage Andhra	no rank
9	2004486	Bovine associated gemykibivirus 1	no rank
20	2057942	Pleurochrysis carterae circular virus	species
560	2108359	Staphylococcus phage CSA13	no rank
2	2163996	Capuchin monkey hepatitis B virus	no rank
7	2576222	Bat gemycircularvirus	no rank
24	2607629	Physalis rugose mosaic virus	no rank
1	2681594	Escherichia phage P2	no rank
333	2695847	Escherichia phage ESSI2_ev239	no rank
1	2736202	Yersinia phage vB_YpM_50	no rank
1	2785995	ssRNA phage ESE005	no rank
1	2786389	ssRNA phage SRR5466337_3	no rank
5	2786405	ssRNA phage SRR5466369_2	no rank
1	2844218	Peduovirus P22H4	species
1	2992578	Yersinia phage L-413C	no rank
3614	32604	Human betaherpesvirus 6B	no rank
37874	511145	Escherichia coli str. K-12 substr. MG1655	no rank
1	68416	Woolly monkey hepatitis B virus	no rank
1	72197	Human erythrovirus V9	species
1298	9606	Homo sapiens	species
